"","X4.1BB.CD137","ARG1","B7.H3","Bcl.2","Beta.2.microglobulin","CD11c","CD127","CD14","CD163","CD20","CD25","CD27","CD3","CD34","CD4","CD40","CD44","CD45","CD45RO","CD56","CD66b","CD68","CD8","CD80","CTLA4","EpCAM","ER.alpha","FAPalpha","Fibronectin","FOXP3","GAPDH","GITR","GZMB","Her2.ErbB2","Histone.H3","HLA.DR","ICOS","IDO1","Ki.67","LAG3","MART1","Ms.IgG1","Ms.IgG2a","NY.ESO.1","OX40L","PanCk","PD.1","PD.L1","PD.L2","PR","PTEN","Rb.IgG","S100B","S6","SMA","STING","Tim.3","VISTA"
"L11_ROI22_Tumor",49,60,3136,153,2694,1170,1262,211,400,55,238,25,277,548,425,362,6753,1616,302,229,22,1440,496,37,391,2980,326,66,653,40,15360,34,316,220,60483,9567,79,57,1146,33,126,90,43,171,1114,9278,42,37,42,77,137,91,1846,22190,11762,6509,274,192
"L11_ROI22_TME",36,78,5044,289,4823,8047,661,476,954,67,206,60,1095,2697,1767,709,6313,7478,617,240,94,4780,1252,71,502,373,128,76,1547,24,8113,33,225,109,40588,9558,170,106,961,32,64,70,49,71,1256,815,47,87,64,71,74,104,1636,16565,26942,7004,877,437
"L11_ROI23_Tumor",43,70,2511,167,2614,396,1370,206,583,74,252,21,355,321,472,411,6526,1993,340,206,30,1060,474,29,353,1661,294,93,757,30,13523,26,282,130,51190,8565,91,68,437,51,118,60,53,144,963,11293,49,55,63,67,105,111,2627,23159,14689,8226,299,223
"L11_ROI23_TME",49,51,2148,537,4285,1079,682,493,337,143,247,103,2037,990,1347,633,6845,9680,849,215,31,1358,2103,34,440,135,128,82,2167,39,8999,66,209,105,47241,4392,244,160,267,50,45,67,50,62,337,416,66,49,50,72,78,105,2686,19067,33942,10117,483,602
"L11_ROI24_Tumor",64,66,1565,148,3096,1025,805,245,394,58,214,18,290,734,542,280,3310,2140,314,217,28,1809,276,26,223,1393,179,82,1015,46,5855,15,255,143,57416,6678,90,45,2305,41,98,80,44,95,732,11615,49,43,32,68,121,100,666,19141,13376,9618,324,243
"L11_ROI24_TME",62,57,2474,393,4707,2589,605,298,568,39,226,37,1533,2049,1997,675,4782,7346,904,293,48,3480,725,47,470,278,128,67,2314,49,5572,81,221,102,65799,7782,307,154,1581,48,79,80,37,85,1425,1401,58,99,48,62,80,118,2224,14022,33535,15814,677,497
"L12_ROI01_Tumor",45.48529938,90.97059875,997.4276363,146.202748,5175.577279,1601.732328,721.2668901,149.451698,198.1859473,178.6922476,146.202748,38.98739947,324.8949955,471.0977435,331.3928955,357.3844951,1936.374173,2102.070621,198.1859473,175.4432976,74.72584898,1166.373034,295.6544459,81.22374889,532.8277927,1692.702927,103.9663986,64.97899911,1231.352033,51.98319929,10520.09996,38.98739947,204.6838472,237.1733467,47606.8637,2670.636863,48.73424933,61.73004915,467.8487936,12.99579982,38.98739947,110.4642985,32.48949955,87.7216488,51.98319929,29643.41939,64.97899911,32.48949955,35.73844951,58.4810992,103.9663986,64.97899911,633.5452413,18730.19649,15062.13199,5503.721225,357.3844951,181.9411975
"L12_ROI01_TME",21.58401743,69.29605596,838.368677,428.2723459,3784.019056,1329.121073,422.5923413,625.9365055,512.3364137,762.2566156,123.8241,86.33606972,1990.273607,2443.537973,1624.481312,536.192433,4538.323665,11883.7056,746.3526027,232.8801881,107.9200872,1006.496813,1214.384981,43.16803486,664.5605367,89.74407247,115.8720936,56.80004587,8223.510641,30.67202477,5277.860262,34.08002752,218.1121761,52.2560422,61111.16935,5230.148224,138.5921119,408.9603303,382.8323092,24.99202018,27.26402202,114.7360927,23.85601927,86.33606972,60.20804862,597.5364825,81.79206605,44.30403578,24.99202018,49.98404037,72.70405871,85.2000688,1573.361271,12035.92972,31883.00175,3824.915089,351.0242835,355.5682871
"L12_ROI02_Tumor",26.49187454,58.07834033,563.4617931,99.85398864,4561.697012,441.1916029,500.2888615,141.629637,42.79456656,140.6107187,154.8755742,19.35944678,177.2917758,257.7863176,252.6917264,226.1998518,1297.082934,1179.907335,103.9296617,169.1404297,79.47562362,550.2158558,252.6917264,34.64322055,368.848407,2027.64732,187.4809583,40.75673006,494.175352,12.22701902,13393.68042,27.51079279,165.0647567,319.940331,25978.33974,1299.120771,50.94591257,153.856656,518.62939,12.22701902,36.68105705,117.1755989,27.51079279,82.53237837,28.52971104,52651.58173,51.96483083,31.5864658,24.45403804,45.85132132,77.43778711,72.34319585,1874.809583,15075.91445,8041.302841,3460.246382,169.1404297,114.1188442
"L12_ROI02_TME",25.95674664,117.7323865,1071.642825,377.2998529,3880.533622,1962.515451,478.3457594,404.1836262,245.6620664,539.5295194,136.2729198,97.33779988,1453.577812,1773.402011,1296.910305,732.3510658,8640.81555,9428.788215,475.5646794,203.9458664,187.2593864,829.6888657,683.2186525,57.47565326,1257.048158,193.7485731,136.2729198,63.96483992,1756.715531,20.39458664,6611.554179,45.42430661,214.1431597,64.89186659,43157.72641,5006.871021,116.8053599,189.1134398,573.829506,18.54053331,39.86214662,90.84861322,26.8837733,85.28645323,47.27835994,1353.458932,61.18375993,38.93511995,39.86214662,62.11078659,84.35942657,95.48374655,1840.147931,10802.64173,39033.38478,2774.59081,284.5971863,546.9457327
"L12_ROI03_Tumor",16.17398279,101.0873924,695.4812598,68.73942685,2472.597619,349.7623778,624.7200852,183.9790542,84.91340963,119.2831231,153.6528365,12.13048709,153.6528365,147.5875929,183.9790542,86.93515748,3641.167875,1051.308881,86.93515748,151.6310886,198.1312891,562.0459019,270.9142117,38.41320912,307.305673,491.2847272,141.5223494,58.6306876,1570.898078,20.21747848,28785.64587,28.30446988,173.870315,84.91340963,28763.40664,853.177592,32.34796557,58.6306876,214.3052719,18.19573064,34.36971342,167.8050714,20.21747848,93.00040103,24.26097418,53471.18709,42.45670482,18.19573064,34.36971342,40.43495697,58.6306876,68.73942685,1039.178394,12120.37835,12120.37835,2482.706358,252.718481,143.5440972
"L12_ROI03_TME",33.42479076,83.56197691,996.7272605,611.0051751,4702.199564,1575.644637,522.0952317,385.0535896,181.1623659,1104.355087,167.7924496,100.2743723,1788.226306,669.8328069,1278.163999,980.0148651,12430.01119,14216.23201,653.7889073,215.2556525,133.699163,682.5342274,1084.968708,70.86055642,844.3102146,66.18108571,86.90445598,64.17559826,3679.400967,25.40284098,7004.499152,46.79470707,239.3215019,52.8111694,58895.81831,4457.530096,172.4719203,155.759525,772.1126666,14.70690794,26.73983261,104.2853472,24.06584935,72.86604386,32.75629495,633.7340328,64.84409408,42.78373218,45.45771544,54.81665685,82.22498527,92.92091832,2340.403849,12380.5425,27343.48433,4934.836108,293.4696629,569.5584346
"L12_ROI04_Tumor",53.65619502,111.9781461,963.4786323,335.9344384,2953.423604,1045.129364,1388.062436,303.2741458,74.65209742,200.6275118,279.9453653,23.32878044,303.2741458,667.2031207,461.9098528,534.2290722,4952.700088,2594.160385,256.6165849,6345.428281,69.98634133,627.5441939,408.2536578,79.31785351,144.6384388,6508.729744,100.3137559,74.65209742,653.2058524,39.65892675,7724.159205,58.32195111,237.9535605,345.2659506,81226.14775,2097.257362,69.98634133,97.98087787,321.9371701,58.32195111,72.31921938,130.6411705,18.66302436,214.6247801,90.98224373,19542.51938,86.31648764,37.32604871,53.65619502,109.6452681,125.9754144,95.64799982,510.9002917,15585.95821,3636.956871,19288.23567,415.2522919,193.6288777
"L12_ROI04_TME",38.68464606,63.2463261,634.305387,679.130453,5501.202286,1449.753164,537.2867508,623.8666729,321.1439665,1507.473112,173.7738863,108.0713922,2341.34215,2868.190186,1662.211696,1012.55526,6994.552433,16812.46999,857.2026333,423.0749386,110.5275602,707.9904271,1267.996732,70.00078811,324.8282185,132.6330722,140.6156182,55.87782208,4820.229707,30.70210005,6513.757546,36.22847805,210.0023643,58.33399009,72833.9779,4468.997683,219.2129943,272.0206064,327.8984285,24.56168004,30.08805805,111.1416022,21.49147003,84.73779613,52.80761208,319.9158825,79.82546012,52.19357008,42.98294006,73.68504011,79.21141812,97.63267815,1670.808285,12846.3727,23370.43856,2575.906194,340.7933105,356.1443605
"L12_ROI05_Tumor",42.10827902,39.76893018,430.4401855,184.8085579,1805.9773,250.3103253,432.7795343,442.1369297,381.31386,114.6280929,152.0576742,21.05413951,269.0251159,1052.706975,308.7940461,170.7724649,6868.328177,905.3279988,175.4511626,145.0396277,30.41153484,673.7324642,278.3825113,42.10827902,74.85916269,729.8768363,86.55590686,168.4331161,828.1294873,18.71479067,1586.07851,42.10827902,105.2706975,154.3970231,19968.68165,8075.432176,109.9493952,145.0396277,219.8987904,58.48372085,63.16241852,107.6100464,28.07218601,84.21655803,18.71479067,2540.532834,58.48372085,32.75088368,35.09023251,84.21655803,81.8772092,77.19851153,659.6963712,10302.49227,3422.467344,7584.16892,121.6461394,116.9674417
"L12_ROI05_TME",44.77875623,64.24778067,441.9468549,628.8494896,4483.71633,1009.793401,327.7285782,534.7492048,317.3450985,1440.707809,142.1238785,90.20647993,2418.701804,3183.185497,1852.153192,584.7197009,6261.887229,13344.71832,1103.244719,221.9468787,67.49261808,1040.294873,1177.227011,53.86430097,103.834797,96.69615475,75.28022786,114.8672442,4903.59829,33.74630904,4035.2798,33.09734156,176.519155,74.63126038,48246.83845,2392.743104,183.6577973,230.3834559,239.4690007,38.93804889,40.23598385,112.2713743,23.36282934,57.10913837,31.7994066,151.8583907,102.5368621,15.57521956,37.64011393,79.17403275,81.76990267,88.90854497,603.5397578,10075.22015,19393.09525,2560.825682,276.4601471,281.651887
"L12_ROI06_Tumor",31.24463762,71.99851278,525.7249896,97.80930038,2920.694386,321.9556138,535.2342271,274.4094261,168.4493507,134.487788,149.4308756,17.66001257,167.0908882,192.9016758,175.2416632,107.3185379,3470.871701,762.0974655,92.37545036,126.337013,89.65852535,645.26969,277.1263511,35.32002514,255.390951,1024.280729,190.1847507,69.28158777,599.0819648,16.30155006,14015.25767,17.66001257,115.469313,156.2231881,15623.67727,756.6636155,67.92312527,115.469313,452.3680143,16.30155006,44.82926268,130.4124005,23.09386259,80.14928781,20.37693758,64461.7628,47.54618769,12.22616255,17.66001257,66.56466276,77.4323628,77.4323628,249.957101,11540.13898,7103.40044,2165.389233,169.8078132,93.73391287
"L12_ROI06_TME",41.4032876,125.5242529,900.3572065,755.1171024,4574.734682,1588.440415,479.7523801,563.8733454,201.1016826,1186.894244,155.7552248,120.9238876,1873.005867,1470.145307,1395.225073,760.3746627,7129.909002,15967.86792,798.4919751,205.7020479,279.3078925,773.5185635,876.04099,72.29145453,398.91739,181.3858314,97.2648661,70.31986941,5716.282469,34.83133718,8045.381695,41.4032876,259.5920413,70.31986941,61993.86543,2571.604196,169.5563206,213.5883884,412.0612908,30.88816694,36.14572727,127.495838,23.00182644,83.46377024,31.54536198,1537.179201,116.3235223,42.06048264,40.08889751,71.63425949,105.1512066,79.52059999,626.3068743,14418.20201,28431.57187,5111.005836,256.3060661,415.3472661
"L12_ROI07_Tumor",40.69710818,78.3058003,735.682005,90.41604259,3420.687029,670.2775683,658.6845977,289.0027166,158.1482017,172.8904439,208.5365465,23.90099325,281.2284279,304.2926582,256.4754578,125.3775209,1888.528386,1493.637119,141.4737978,188.9562929,129.4852664,929.2176734,335.9527263,41.33609082,481.1387089,2640.656587,193.1857494,68.56892208,963.0685391,41.74686537,17064.83755,19.06298189,215.3067196,379.4948286,42700.1666,1851.254399,43.38996356,108.1706315,1187.26016,27.82617229,43.14654161,145.4750461,21.2994211,100.2746318,64.06561591,63446.95901,55.72841393,12.56665845,31.12758256,72.58538435,100.3202734,75.26302586,553.2372493,26203.78017,14751.82692,4229.060916,292.4866934,201.7968011
"L12_ROI07_TME",29.28020277,132.2698954,887.0642665,284.2970866,3963.412031,1238.229674,363.9720757,639.5015203,314.0698535,311.9135171,173.6452848,88.02668811,2320.239889,1165.899364,1514.361142,364.7820701,6663.96618,8868.552004,755.6590948,241.4330589,313.9275572,999.7410543,1097.170245,59.49080451,411.0721552,119.3756604,99.27904268,59.42512929,3953.090075,8.581562233,4567.120556,42.20727547,224.5107436,66.01454315,40759.9359,3926.130397,146.8497945,747.975094,374.2283561,20.01999659,33.18787843,94.75839828,26.46711413,69.92221881,40.51066559,1077.982134,49.25641588,49.73803417,33.06747386,50.87640467,61.76754551,92.98516731,802.3213395,9983.596855,28966.59265,4396.835653,293.8528313,516.8749365
"L12_ROI08_Tumor",47.63311884,78.46218758,925.6512298,225.8028,2847.780034,940.8190277,1041.175828,464.5397838,222.1666841,127.7575308,224.1405756,31.21865259,358.7547822,442.6191992,532.4052907,421.763477,4984.673428,3450.622084,214.6866741,1803.799202,93.70790228,867.3694857,362.676593,79.39718882,202.635547,3864.671801,144.7174145,74.4884323,685.0442435,38.17921739,5488.353403,35.06254658,146.4835279,446.1514261,66610.891,4008.246436,74.07287619,92.33137267,434.1262712,55.00923975,73.65732008,110.7457027,19.84280414,179.0787101,33.14059959,9799.254547,78.82579917,27.89420373,50.61992836,88.9549793,125.3680832,106.122641,4995.451915,14288.7669,5696.183401,19884.56753,287.9024658,183.7277441
"L12_ROI08_TME",43.35301705,141.8393055,1027.298415,319.1104226,3897.499266,1686.173226,471.0981161,880.0872573,571.0271706,392.0261351,215.9946762,80.92096268,1630.430631,1697.568276,1226.729297,412.4910004,6982.539181,7698.102088,622.9667465,220.5891155,321.3866311,2068.96846,745.2446665,54.72005206,515.8518769,220.0848478,113.4322236,101.8760882,2586.228084,28.14094063,4401.640926,33.07856212,180.282716,102.3873597,37230.31738,3033.275431,157.5906683,161.1415535,378.5649883,35.73297141,60.96036517,112.2205803,21.38935607,93.03039184,50.94504782,293.0986124,85.02514168,30.66928298,34.80848057,89.95575945,70.47141479,97.15558199,2171.993158,9579.665051,26901.88479,8174.067789,317.2054112,611.2845441
"L12_ROI09_Tumor",54.02517658,65.92603337,480.0846867,129.6722068,3750.507883,610.8910098,399.0174642,285.5616477,141.9412832,124.9148099,143.9296689,19.05904539,201.9610745,263.2180836,289.1112844,199.9137737,912.6837765,1165.061476,121.7481215,125.857452,133.5458768,638.7873251,199.2951648,26.68855506,248.2241824,1459.283648,108.7867923,76.94316316,511.0151313,25.98157347,8521.499506,15.61251014,116.3132005,219.3704962,29825.21145,1963.950674,52.90578906,1508.256852,1238.926323,38.2801074,40.32740826,91.34791308,37.48475311,85.11763781,22.549767,22868.23275,46.24837908,210.5184975,31.57851107,63.05392065,56.07247744,68.10589327,710.7521595,13008.0636,5116.587791,9198.861515,126.2698579,227.9279192
"L12_ROI09_TME",36.08054206,97.01313485,777.9421561,405.3073311,4565.660807,1858.924811,419.4802968,746.9779603,361.5780232,564.961369,174.3163186,93.6308523,3267.928782,1803.348929,2310.098984,540.9591811,7517.904161,11177.26776,948.2237722,215.78791,179.4841716,1340.122156,1063.985397,73.86939434,205.4006971,261.8178568,106.7822657,88.81496267,3106.368991,24.39707364,4922.714813,20.6885811,197.2025249,127.0673765,49554.26808,3633.266804,219.4534802,556.0936079,932.6687062,42.14118034,42.81935374,114.2507576,25.12675389,91.39030472,41.62611193,1008.615543,70.07505706,51.06044829,30.95561139,76.65934822,70.61587888,81.23487259,1710.018534,11394.89275,18139.12982,5535.131151,248.2973111,523.0348005
"L12_ROI10_Tumor",52.32973078,58.61413263,779.1852601,274.8620117,2135.770082,684.8386631,741.156572,518.0603063,170.1219808,95.6759897,230.0655062,26.06415382,413.2397062,457.7139347,420.8937854,341.7344929,5506.344559,2950.123822,204.3236294,1609.048581,44.71593624,582.394856,422.988586,114.0457797,226.3190358,2509.450285,187.9277861,53.65912348,625.2576994,51.3226151,5471.458072,46.60931372,161.138509,276.0705505,84888.57221,2288.690527,76.58107638,95.47456656,332.3078901,27.15183876,59.09754816,145.7497814,15.38872761,134.7923627,92.53378877,9407.830138,105.3845849,49.91265315,39.23722693,49.26809911,106.7945468,103.9746229,1087.161235,13163.6465,4856.593806,14136.35911,275.5871349,192.3590951
"L12_ROI10_TME",32.82705497,92.48066042,861.3652617,379.6132612,4307.600777,772.7178953,518.5034635,841.1770133,400.9599583,570.7182656,164.3695679,99.86089047,2160.884498,1845.493556,1346.996113,557.6043648,7094.360022,9280.307365,625.9593526,263.1761398,169.1920992,761.4392898,1249.055124,33.89438983,765.7411699,137.1395128,162.7490412,56.66636948,4539.720076,28.70089461,5151.146753,35.13093631,223.5936361,68.38752848,58469.16313,3882.352442,146.4396439,392.024283,491.6378642,23.80677381,31.82480151,111.0028251,24.01503427,93.04036041,48.1732476,183.0023709,75.60505504,53.77024746,27.90690161,76.4250806,61.94447051,87.48240939,1529.354178,11760.82611,33830.92245,6060.613673,325.198708,529.4696783
"L12_ROI11_Tumor",42.07503629,125.5112813,1811.714759,116.7210047,2938.705722,853.1667078,743.5839787,406.0659101,227.4458578,134.9134101,199.3006566,7.546177134,325.2198394,181.0266709,445.530377,373.209447,6222.72043,2973.540507,155.1657179,178.3141262,166.036292,1101.680676,395.174941,53.10877097,831.7110906,901.0135498,179.7009912,64.77475291,1005.538301,37.97562655,17281.33709,15.72460154,242.6197924,162.1204379,32861.80665,3426.413111,68.93534787,66.467544,517.9940726,19.64045562,51.86467149,110.684063,25.96292836,101.3227243,52.04822715,38924.6705,57.63647725,43.80861752,27.81888003,54.88314235,102.607614,81.1519968,4718.033105,17734.6176,14920.91328,6486.775445,314.3900555,304.804371
"L12_ROI11_TME",30.66626111,89.80686602,2243.875023,165.3508334,2482.351512,813.3248145,477.673325,381.558265,280.7918123,169.3127497,164.5584502,34.24742181,1121.510448,873.2372213,829.1416075,301.795114,3589.352084,4505.172188,281.2754748,170.7534465,203.7351133,1017.173125,747.4540972,45.44369432,2508.304636,121.7388822,79.99983688,50.59933084,3172.568782,26.22068232,5388.432543,31.74678374,163.5808345,67.70246036,30570.51652,3240.641707,141.3220684,99.58302309,586.3841915,20.79748782,42.27416129,118.342954,22.25876604,80.3394297,77.47861743,933.3039884,43.07683524,38.26079155,29.0814946,60.42694136,100.0461042,88.53082026,1672.165358,8561.145394,60336.59938,6859.353135,299.4282549,382.1962878
"L12_ROI12_Tumor",27.08112673,101.1288672,1169.681362,93.63193227,3742.565634,490.5795732,759.8489177,188.5753851,99.78190019,93.18885101,173.1916037,16.37628344,226.8221596,155.2202277,252.5031496,173.9714267,5008.803264,1252.980639,116.5303719,154.9543789,236.1091429,579.9756486,322.2973099,40.14316233,665.5966717,1077.821755,229.6401564,43.56374967,952.9260084,26.0531782,20437.9562,17.08521346,187.2106948,199.1916121,32060.86386,864.1502468,44.92843996,50.75938937,619.4098809,10.24403878,38.14043503,146.5712814,22.56169786,102.4226645,38.44173029,50493.6115,63.0593252,23.43013713,29.36742604,62.86436944,71.08795767,70.52081365,2667.101071,16087.99705,14072.75713,3466.543731,222.5508562,130.0886585
"L12_ROI12_TME",39.04665478,142.2892346,2268.327927,186.1840783,2574.819755,733.6660925,479.1191447,482.5026582,370.0405717,181.0293294,128.2442471,39.88685614,1084.018703,807.5924575,907.6331889,312.3391761,7031.077422,4857.113191,302.8698797,154.5516327,259.4519071,918.6920554,602.2313511,47.56220904,2016.267521,119.6265062,111.8035504,79.09246793,4320.508378,20.02858361,6406.95542,36.11730412,235.2109626,77.80945776,34516.00524,2888.328401,137.9292708,144.6281735,475.6788608,29.50923402,33.31284825,95.3628536,26.01217974,75.98145211,66.64840465,1197.627551,70.11139671,45.96128484,26.55717521,68.05630962,119.6492143,94.01171899,2082.552595,8976.813445,60569.05963,14486.49059,258.6003517,674.7157489
"L12_ROI13_Tumor",19.14400359,42.46693422,824.858078,84.76445248,2719.973254,200.4473178,794.419677,136.0410167,43.37048601,89.4516274,244.1283998,14.56977264,162.6675585,191.9200478,172.4089763,75.27715866,1717.990788,314.3795516,78.46782593,163.0063905,51.07891224,406.1465305,219.3089615,27.55832965,798.4009521,2563.54585,109.2168228,44.21756582,1137.769358,26.96537379,16153.02127,24.81943828,184.4092735,356.7053058,39404.176,483.5696246,22.78644675,24.7347303,2824.418194,14.65448062,30.80546891,105.9979196,30.66428894,121.668896,49.30004465,37809.32238,47.97295295,15.58626841,45.12111761,77.7054541,88.94337952,71.74765948,128.7278944,20459.85736,16105.04832,3181.970579,197.0025266,92.07757479
"L12_ROI13_TME",22.52455467,64.59043244,1567.318179,82.16606032,1279.829471,455.6944043,395.6481967,300.3813559,256.6966703,53.17783724,111.8018065,18.89379997,424.9833072,810.5486437,469.2345755,177.0050734,1370.84116,1624.647102,103.222125,171.3739347,147.3346384,761.3600115,329.6239631,28.84946812,2876.714018,74.90455091,74.15296156,57.17860516,3328.870171,28.71071317,4124.59516,30.49140178,189.29645,46.94542709,17426.75537,1327.908063,56.01075094,31.49737522,565.9699063,22.30485932,37.83385158,92.73456287,30.34108391,48.77236735,52.06779758,418.3693209,55.24759868,19.14818405,33.0699314,45.74288413,96.0299931,82.88296093,345.199207,7653.110589,83654.75069,8785.686362,237.8375591,235.6868572
"L12_ROI14_Tumor",22.60500374,76.46987979,922.9338242,73.48851119,2455.869014,301.3629682,570.9543367,183.9771417,88.52884833,68.21549358,159.2807301,19.13415671,126.3521814,167.0233889,147.1772636,124.3720186,5176.523609,469.8992904,73.06577982,118.8542618,102.4344855,475.7730316,209.5857631,14.48411165,542.4088448,1267.348645,115.4946599,40.33747223,1366.40128,27.63328214,22606.91716,2.224901943,184.0661378,150.5591145,20041.38273,455.7489141,31.01513309,17.30973712,1014.889021,18.15519986,36.39939579,119.5884795,30.19191937,50.99475254,24.54066844,44646.26184,49.61531334,34.79746639,29.94718016,59.31588581,63.72119166,64.58890342,499.156751,15478.48708,16341.08156,2680.450616,203.6230259,99.76460314
"L12_ROI14_TME",22.90984274,106.0487935,3329.943506,118.2797164,2006.312747,649.4491902,655.6144866,470.9403658,187.8635582,75.6779454,142.9693791,24.49032288,298.0557726,1726.09789,474.5711985,311.0271005,4085.569637,1980.455523,145.0909245,168.0861986,341.7823897,926.5885184,362.3713472,30.89767479,3166.812326,118.5787261,123.1920195,66.892754,7906.843127,25.84298606,7072.107558,23.77839489,278.9761024,62.94867293,26096.85958,1914.886955,51.20186109,31.86589686,1277.099145,16.9011705,21.99857491,92.32282182,28.33473403,77.03060859,66.72189128,1119.492527,46.8733389,28.8046065,46.70247618,51.42967804,151.6833777,89.14762299,780.1591692,11147.55358,87917.63924,2959.783667,296.7458251,509.6407714
"L12_ROI15_Tumor",20.74490699,78.8796021,1772.312673,79.61393509,1883.502927,361.9955673,821.9939916,213.1707478,68.35416256,65.66160826,216.1998714,42.10175814,158.8913009,180.0339716,231.590267,184.1951919,5368.494315,797.6080168,85.02964089,123.9186922,123.2455536,409.5130312,207.3266811,59.75634713,645.050338,1110.525663,193.0989794,50.4241987,1455.723363,35.06440031,11222.35214,26.89494579,183.8586226,132.5165076,19560.30549,960.660538,47.15029745,38.70546806,376.376255,18.17474152,30.59720795,99.19614817,24.90612727,70.12880062,64.6519004,46118.77378,45.49804822,16.88965879,23.16208642,63.15263721,94.63716419,94.39238653,1526.066344,16276.85791,30860.61931,3457.974054,266.165112,129.7321617
"L12_ROI15_TME",30.029486,138.2920773,2125.896945,114.9846985,1570.210901,585.3855357,428.8093269,253.8389885,232.9271242,73.69873852,131.8144104,19.97076928,546.3850922,800.9574014,656.9087559,195.5033203,2305.022768,2476.509833,167.7715728,177.9769536,281.3262957,815.0982705,449.4034188,39.78265239,1947.748883,100.5382791,84.60077414,60.43785439,4037.798664,25.67844936,3978.766341,37.59491206,286.300655,57.3456851,21756.99204,2287.007521,78.03755315,72.53764729,666.0874877,30.83613886,19.9952133,83.41523888,33.17054334,75.079826,67.37995779,968.3989798,64.88666714,21.35185675,24.66402228,55.70793536,108.5070316,84.2830018,1202.780524,7780.484602,76909.7669,9226.043192,287.9384048,262.0766252
"L12_ROI16_Tumor",22.69104351,100.8942814,799.9609818,99.29687952,2091.048616,336.773979,805.6263013,182.8082539,40.17316798,80.10821396,203.8622086,10.23924657,132.0188128,200.3003001,214.5677774,172.3606506,3869.770446,861.8528617,106.9564709,128.2386259,154.1542383,515.921107,187.7393639,19.37717883,435.1977445,2349.411,113.1079563,57.23857893,1014.747038,29.37830338,14741.66752,23.54431406,170.2076307,172.7872859,25557.99286,1012.83214,47.33667188,36.68071179,878.0451586,21.35160719,45.98731381,105.8055479,27.82058855,100.9736554,29.16994662,43453.04075,46.35441858,20.98450242,30.87648772,64.84856161,67.05119023,79.22517816,1767.470565,17520.1347,15086.35905,2940.032967,261.6167186,169.880213
"L12_ROI16_TME",31.42888003,166.0869741,1742.095028,174.5471685,1627.808192,740.2670091,551.749388,337.0162962,93.24766886,96.71709068,179.3895166,54.24914122,325.1423392,634.2733894,528.6879371,291.9880248,6482.419867,2819.916372,117.1811135,163.0628256,427.0542861,707.854817,211.5605189,38.23785227,2141.059984,343.3799951,117.0883482,65.7520371,5201.665176,28.34907243,5866.439793,26.08559937,218.1097483,78.68351843,24829.09352,1775.564744,63.9894966,28.88711111,570.5436357,31.67006979,47.21753228,88.64651051,31.89270648,78.2567981,42.61637393,2104.51046,66.97653892,11.94816927,17.16157853,60.63139312,94.56493597,82.4868953,1840.76019,9949.96783,72457.44617,2930.08443,282.4332,736.6862689
"L12_ROI17_Tumor",65.70481067,324.9944561,1262.548579,159.1421713,3552.054815,1262.742512,640.2534296,540.4162497,224.7306216,122.876529,180.3197549,33.35663351,324.1411468,302.9635632,439.1439589,456.9858791,3281.167921,2940.775112,303.7780857,274.0674098,860.9114389,1068.110435,336.5141307,50.50039167,875.8443504,1455.629185,71.05738674,223.760952,1355.792005,33.35663351,10011.99355,57.94745404,155.3798533,272.9813799,36963.61041,1413.157658,119.5408657,177.3719594,374.4088178,74.81970471,116.3215627,102.5910414,28.08163101,149.3679019,57.01657124,29400.14891,86.49452644,60.66252886,58.7231897,130.0908707,106.6248669,80.94801645,1189.163985,13863.71505,15385.63085,6745.099164,210.88374,411.1011147
"L12_ROI17_TME",40.78717537,386.6660178,553.0055309,182.4797553,1366.052578,1070.225179,207.2358309,429.2829343,204.8282769,72.18167995,158.7701632,18.77250131,207.8393245,212.320585,387.9436265,159.5662611,2036.842072,2820.780186,226.0019121,160.4329805,1184.856851,1124.494657,231.298531,27.16362963,501.6251178,352.5044312,19.60712004,130.1620012,1163.631855,11.65256151,3112.273988,22.00825392,103.9870738,119.3376383,26496.46109,943.7290798,81.04789893,34.98336512,285.7285125,41.91712073,68.84320503,96.39846344,31.94663697,72.40638499,17.70033724,922.3178993,40.90273797,14.169258,35.63821982,93.31679428,41.91712073,75.72559949,933.0909011,3325.056823,9575.259695,1765.539623,132.0559437,456.9794359
"L12_ROI18_Tumor",66.85446328,71.42499837,457.7598645,153.8608313,2431.77397,525.4868844,313.7880091,413.8827276,365.476606,67.93477157,131.3405584,17.86663717,118.002906,526.8995953,288.0683617,217.9729735,1327.034088,734.3603381,118.9585633,121.7424347,99.05596051,1422.26742,199.150679,27.04925767,87.17256927,1042.414403,21.14911237,181.4917934,500.9306459,7.93611093,2061.394426,10.96928422,65.10934988,164.9547664,12159.20225,2211.474179,82.35273227,56.59153448,319.4388525,43.17078145,75.53847995,102.7954892,30.08243096,79.98436408,42.00737251,8633.366833,61.78532436,22.93577609,41.92427188,85.75985842,73.79336655,75.41382899,308.2618167,6439.052936,2000.398558,2880.143462,101.6736306,115.1774843
